date,open,high,low,close,volume,volume_log,volume_log_diff,p_SMA:5,p_WMA:5,p_EMA:5,v_log_SMA:5,v_log_WMA:5,v_log_EMA:5,p_SMA:10,p_WMA:10,p_EMA:10,v_log_SMA:10,v_log_WMA:10,v_log_EMA:10,p_SMA:20,p_WMA:20,p_EMA:20,v_log_SMA:20,v_log_WMA:20,v_log_EMA:20,p_SMA:30,p_WMA:30,p_EMA:30,v_log_SMA:30,v_log_WMA:30,v_log_EMA:30,p_SMA:60,p_WMA:60,p_EMA:60,v_log_SMA:60,v_log_WMA:60,v_log_EMA:60
2010-06-01,986.015,994.793,948.118,973.233,135628512,8.132350997072589,0.0,973.233,973.233,973.233,8.132350997072589,8.132350997072589,8.132350997072589,973.233,973.233,973.233,8.132350997072589,8.132350997072589,8.132350997072589,973.233,973.233,973.233,8.132350997072589,8.132350997072589,8.132350997072589,973.233,973.233,973.233,8.132350997072589,8.132350997072589,8.132350997072589,973.233,973.233,973.233,8.132350997072589,8.132350997072589,8.132350997072589
2010-06-02,967.609,997.119,952.611,997.119,107462760,8.031257990498236,-0.10109300657435227,985.1759999999999,989.157,981.1949999999999,8.081804493785413,8.064955659356354,8.098653328214471,985.1759999999999,989.157,977.575909090909,8.081804493785413,8.064955659356354,8.113970450422705,985.1759999999999,989.157,975.5078571428571,8.081804493785413,8.064955659356354,8.122723091684556,985.1759999999999,989.157,974.7740322580645,8.081804493785413,8.064955659356354,8.12582886761618,985.1759999999999,989.157,974.0161475409835,8.081804493785413,8.064955659356354,8.129036472266872
2010-06-03,1002.355,1026.702,997.775,998.394,161680544,8.208657761762819,0.17739977126458228,989.582,993.7755000000001,986.928,8.124088916444547,8.136806710559586,8.135321472730588,989.582,993.7755000000001,981.3610165289256,8.124088916444547,8.136806710559586,8.131186325211816,989.582,993.7755000000001,977.6874897959183,8.124088916444547,8.136806710559586,8.130907345977723,989.582,993.7755000000001,976.2979011446411,8.124088916444547,8.136806710559586,8.131172667238545,989.582,993.7755000000001,974.8154213920988,8.124088916444547,8.136806710559586,8.131647006348706
2010-06-04,989.681,1027.681,986.504,1027.681,150029504,8.176176673485026,-0.032481088277792836,999.10675,1007.3377,1000.5123333333335,8.137110855704668,8.152554695729762,8.14893987298207,999.10675,1007.3377,989.7828317054845,8.137110855704668,8.152554695729762,8.139366388534217,999.10675,1007.3377,982.4487764820213,8.137110855704668,8.152554695729762,8.135218710502228,999.10675,1007.3377,979.6129397804707,8.137110855704668,8.152554695729762,8.134076151512511,999.10675,1007.3377,976.5487190513742,8.137110855704668,8.152554695729762,8.133106995435142
2010-06-07,1005.028,1075.225,1001.702,1069.468,265527536,8.424109565390197,0.24793289190517065,1013.1790000000001,1028.0478,1023.4975555555557,8.194510597641774,8.243072985616573,8.24066310378478,1013.1790000000001,1028.0478,1004.2710441226691,8.194510597641774,8.243072985616573,8.191137875235304,1013.1790000000001,1028.0478,990.7363215789718,8.194510597641774,8.243072985616573,8.162732125253463,1013.1790000000001,1028.0478,985.4100404397952,8.194510597641774,8.243072985616573,8.15278798466591,1013.1790000000001,1028.0478,979.5952528529684,8.194510597641774,8.243072985616573,8.14264806330252
2010-06-08,1067.324,1075.503,1050.965,1067.154,197672080,8.295945332145125,-0.1281642332450712,1031.9632,1046.0394666666666,1038.049703703704,8.227229464656281,8.276884563784359,8.259090513238228,1022.1748333333334,1039.221,1015.7043088276383,8.211416386725665,8.258179370339017,8.210193776491636,1022.1748333333334,1039.221,998.0141957143078,8.211416386725665,8.258179370339017,8.175419097338384,1022.1748333333334,1039.221,990.6838442823891,8.211416386725665,8.258179370339017,8.162023942567794,1022.1748333333334,1039.221,982.466031447953,8.211416386725665,8.258179370339017,8.147674203264572
2010-06-09,1070.852,1102.098,1069.431,1077.823,254156816,8.405101761142777,0.1091564289976521,1048.104,1061.326066666667,1051.3074691358026,8.30199821878519,8.336175329279856,8.307760929206411,1030.1245714285715,1048.8715,1026.9986163135222,8.23908572592811,8.294909968039958,8.245631591882752,1030.1245714285715,1048.8715,1005.615034217707,8.23908572592811,8.294909968039958,8.197293636748327,1030.1245714285715,1048.8715,996.3057252964286,8.23908572592811,8.294909968039958,8.177706382475858,1030.1245714285715,1048.8715,985.592489433266,8.23908572592811,8.294909968039958,8.156114451063857
2010-06-10,1077.675,1119.106,1076.281,1117.478,219740464,8.34191003722913,-0.06319172391364702,1071.9208,1084.4507333333333,1073.3643127572018,8.328648673878451,8.34947926876117,8.319143965213986,1041.04375,1064.1173888888889,1043.4494133474273,8.251938764840737,8.305354427859774,8.26313676376391,1041.04375,1064.1173888888889,1016.268650006497,8.251938764840737,8.305354427859774,8.211066627270307,1041.04375,1064.1173888888889,1004.1232914063365,8.251938764840737,8.305354427859774,8.18830016665349,1041.04375,1064.1173888888889,989.9166045338146,8.251938764840737,8.305354427859774,8.162206109626652
2010-06-11,1122.443,1128.228,1118.706,1122.199,222487424,8.347305467713529,0.005395430484398389,1090.8244000000002,1101.2101333333335,1089.6425418381345,8.362874432724151,8.35569820003953,8.328531132713834,1050.0610000000001,1075.733711111111,1057.7675200115314,8.262535065159936,8.313744635830524,8.278440164482022,1050.0610000000001,1075.733711111111,1026.357254767783,8.262535065159936,8.313744635830524,8.224041754931566,1050.0610000000001,1075.733711111111,1011.7410790575407,8.262535065159936,8.313744635830524,8.198558573173491,1050.0610000000001,1075.733711111111,994.2537322540175,8.262535065159936,8.313744635830524,8.168274941039336
2010-06-17,1126.13,1129.685,1064.839,1064.839,176428352,8.246568377438319,-0.10073709027521005,1089.8986,1092.5483333333332,1081.3746945587563,8.327366195133775,8.316929514944253,8.301210214288663,1051.5388,1073.7528545454545,1059.0532436457984,8.260938396387775,8.301530770668306,8.27264529411044,1051.5388,1073.7528545454545,1030.022182885137,8.260938396387775,8.301530770668306,8.226187147551256,1051.5388,1073.7528545454545,1015.166751376409,8.260938396387775,8.301530770668306,8.201655979900256,1051.5388,1073.7528545454545,996.5680033276562,8.260938396387775,8.301530770668306,8.170841938954057
2010-06-18,1052.067,1053.138,993.174,1000.277,163065088,8.212360989170705,-0.034207388267613936,1076.5232,1062.6744666666666,1054.3421297058376,8.310649326538892,8.278594446289894,8.27159380591601,1054.2432000000001,1064.4325272727274,1048.3666538920168,8.268939395597586,8.292698514810656,8.261684511394124,1046.8786363636364,1061.5068787878788,1027.1893083246478,8.25652226845895,8.286669140418704,8.224870370562632,1046.8786363636364,1061.5068787878788,1014.2061222553505,8.25652226845895,8.286669140418704,8.20234662565964,1046.8786363636364,1061.5068787878788,996.6896097759297,8.25652226845895,8.286669140418704,8.17220321928903
2010-06-21,991.957,1043.156,976.414,1040.802,157479760,8.197224744251573,-0.015136244919132125,1069.1190000000001,1050.7674,1049.8287531372252,8.26907392316065,8.240786252194122,8.246804118694532,1058.6115,1061.9886727272728,1046.9912622752863,8.28553607097292,8.279659487293198,8.249964553731841,1046.3722500000001,1058.3215128205127,1028.4857551508717,8.251580808108335,8.2729084640853,8.222237453771102,1046.3722500000001,1058.3215128205127,1015.9219853356504,8.251580808108335,8.2729084640853,8.202016181697829,1046.3722500000001,1058.3215128205127,998.1359176521287,8.251580808108335,8.2729084640853,8.173023597156654
2010-06-22,1037.039,1057.365,1033.647,1034.995,142716208,8.154473297888595,-0.042751446362977674,1052.6224,1039.3927333333334,1044.8841687581503,8.231586575292544,8.202586043770102,8.216027178425888,1062.2716,1057.6947636363636,1044.8101236797797,8.280117624585497,8.255829892186958,8.232602507214887,1045.497076923077,1054.9891538461538,1029.105683231741,8.244110999629894,8.255989154628628,8.215783724639435,1045.497076923077,1054.9891538461538,1017.1525024107698,8.244110999629894,8.255989154628628,8.198948898871427,1045.497076923077,1054.9891538461538,999.3444121553375,8.244110999629894,8.255989154628628,8.172415390623275
2010-06-23,1026.865,1056.348,1023.737,1047.337,125735944,8.099459446734468,-0.05501385115412738,1037.65,1037.6309333333331,1045.7017791721003,8.182017371096732,8.158543667584079,8.177171267862082,1064.2372,1054.9793818181818,1045.2695557380016,8.27244590191044,8.222982950759498,8.208394678036628,1045.6285,1053.9688666666666,1030.8419991144324,8.23377874585165,8.235118526909405,8.204705221981818,1045.6285,1053.9688666666666,1019.0998893520105,8.23377874585165,8.235118526909405,8.192530224540011,1045.6285,1053.9688666666666,1000.9179396256543,8.23377874585165,8.235118526909405,8.170023392462985
2010-06-24,1046.759,1059.754,1041.539,1050.601,106913296,8.029031718495574,-0.07042772823889365,1034.8024,1041.9479333333334,1047.3348527814003,8.138510039308184,8.107548450050357,8.127791418073247,1062.3505,1052.5000727272727,1046.2389092401831,8.232938117220979,8.17872582650225,8.175783230847346,1045.96,1053.5478833333334,1032.7238087225817,8.22012894402791,8.209357675857676,8.187974412125985,1045.96,1053.5478833333334,1021.1322190712357,8.22012894402791,8.209357675857676,8.181981933827467,1045.96,1053.5478833333334,1002.5468924248132,8.22012894402791,8.209357675857676,8.165400714627987
2010-06-25,1046.212,1046.212,999.163,1016.283,123729832,8.092474423242617,0.06344270474704317,1038.0036,1035.7748,1036.9842351876002,8.114532726122565,8.09220324469517,8.116019086463037,1057.2634,1044.1241636363636,1040.7923802874225,8.21259102633073,8.153186973051639,8.160636174919212,1044.1051875,1049.1637794117648,1031.158017415669,8.21215053647883,8.195606704961786,8.178879175089474,1044.1051875,1049.1637794117648,1020.8193662279302,8.21215053647883,8.195606704961786,8.17620725572522,1044.1051875,1049.1637794117648,1002.9972566076062,8.21215053647883,8.195606704961786,8.163009688680926
2010-06-28,1009.223,1014.413,984.216,987.827,92067328,7.96410553913612,-0.12836888410649738,1027.4086,1019.0492666666667,1020.5984901250669,8.067908885099474,8.042060849033021,8.065381237354066,1048.2638000000002,1031.4993636363636,1031.1623111442548,8.168491404130062,8.10800779356171,8.12490333204956,1040.7947058823531,1042.3485816993466,1027.0312538522721,8.1975596542822,8.16988435320338,8.158424543093917,1040.7947058823531,1042.3485816993466,1018.6908264712897,8.1975596542822,8.16988435320338,8.162523274009795,1040.7947058823531,1042.3485816993466,1002.4998711450618,8.1975596542822,8.16988435320338,8.156488241154866
2010-06-29,985.572,992.227,912.54,913.309,149779968,8.175453733464899,0.21134819432877894,1003.0714,981.0160666666667,984.8353267500446,8.072104972214737,8.077909131821496,8.10207206939101,1027.8469,1006.9621272727273,1009.7344363907538,8.151845773753639,8.109273671622589,8.134094314125075,1033.7121666666667,1028.7654678362574,1016.2005630091986,8.196331547570129,8.170470603757222,8.160046370748296,1033.7121666666667,1028.7654678362574,1011.891998957013,8.196331547570129,8.170470603757222,8.163357497200447,1033.7121666666667,1028.7654678362574,999.5755802878466,8.196331547570129,8.170470603757222,8.157110060574867
2010-06-30,898.291,921.81,881.36,919.314,122366104,8.087661132805923,-0.08779260065897532,977.4668000000001,953.0969333333334,962.9948845000298,8.069745309429027,8.083094518685225,8.097268423862648,1007.5583999999999,987.2288727272728,993.2943570469803,8.125881340262879,8.097603736904821,8.125651917521592,1027.691210526316,1017.8203210526318,1006.9732712940369,8.190612052056222,8.162189656662093,8.153152538563308,1027.691210526316,1017.8203210526318,1005.9192248307542,8.190612052056222,8.162189656662093,8.158473860787897,1027.691210526316,1017.8203210526318,996.9440530652942,8.190612052056222,8.162189656662093,8.154833046549657
2010-07-01,914.395,921.214,882.19,882.19,104957288,8.021012600405713,-0.06664853240020996,943.7846,921.338,936.05992300002,8.068141485811054,8.06685028234412,8.07184981604367,989.2935,964.4346181818182,973.0935648566201,8.103325762559619,8.078536693294428,8.106626587136887,1020.41615,1004.9031476190477,995.0891502184144,8.182132079473696,8.148744222732914,8.140567782548299,1020.41615,1004.9031476190477,997.936694196512,8.182132079473696,8.148744222732914,8.149605392376143,1020.41615,1004.9031476190477,993.1816250959401,8.182132079473696,8.148744222732914,8.15044549093838
2010-07-02,878.951,885.338,832.623,873.12,128883352,8.110196822694933,0.0891842222892194,915.152,897.7831333333335,915.07994866668,8.071685965701516,8.08086872797208,8.084632151594091,976.5778,943.3121636363635,954.9165530645073,8.093109345912042,8.079785976955392,8.107275720874714,1015.4105,990.8749428571427,983.4730406738034,8.181024370754814,8.141893245896842,8.137675310181312,1013.4020476190476,992.9228614718616,989.88400424835,8.178706591055661,8.145239913638552,8.147062904009614,1013.4020476190476,992.9228614718616,989.2451783714831,8.178706591055661,8.145239913638552,8.149125862471381
2010-07-05,857.369,870.863,842.733,862.268,91586432,7.961831140218294,-0.14836568247663884,890.0402,880.1551333333333,897.4759657777868,8.071231085917953,8.044250452811006,8.043698481135493,958.7244000000001,922.5285636363637,938.0713615982331,8.069569985508714,8.055917212283804,8.080831251664454,1008.66795,976.2899428571427,971.9297034667745,8.177553028240817,8.121017700131459,8.12092824637531,1006.5323181818181,981.5615691699605,981.6507136516823,8.168848616017598,8.129291324645486,8.135112467635981,1006.5323181818181,981.5615691699605,985.0819921953689,8.168848616017598,8.129291324645486,8.142985051905706
2010-07-06,859.258,898.445,857.797,893.718,116523160,8.066412253778784,0.10458111356049038,886.122,881.3810666666667,896.2233105185245,8.049422789980728,8.042644175431283,8.051269738683258,944.5967,910.7092181818183,930.0071140349179,8.060763881097731,8.055343079241998,8.07820961568524,1003.43415,965.3423285714287,964.4809698032722,8.170440752841616,8.110432864468411,8.115736247080402,1001.627347826087,974.2412717391305,975.9776353515738,8.16439486113765,8.12405140207326,8.130680195774227,1001.627347826087,974.2412717391305,982.086451467652,8.16439486113765,8.12405140207326,8.14047446836056
2010-07-07,896.532,908.549,890.336,908.549,104616296,8.01959933951824,-0.04681291426054379,883.969,888.8567333333333,900.3318736790163,8.035810431323194,8.03270302527712,8.040712938961587,930.7179,904.1550909090909,926.1056387558418,8.05277787037611,8.047858617136637,8.067553201836695,997.47755,956.3056476190477,959.154115536294,8.162611886143276,8.096067015580468,8.106580351122101,997.7490833333333,968.9858899999999,971.6274008127625,8.158361714403508,8.115695237068861,8.123513688919003,997.7490833333333,968.9858899999999,979.675387485106,8.158361714403508,8.115695237068861,8.136511349382124
2010-07-08,911.997,914.296,887.027,905.509,109808784,8.040637082282958,0.021037742764717038,888.6328,896.0367333333332,902.0575824526776,8.039735327698642,8.034311908930373,8.040687653402044,916.2087000000001,899.5716545454546,922.3607953456888,8.053938406754847,8.0456512011197,8.062659361917833,989.2796000000001,947.5467380952381,954.0450569137897,8.143438261987914,8.084450367593771,8.100300039804088,994.05948,964.1030523076922,967.3616975345199,8.153652729118686,8.10992153285456,8.118166811071516,994.05948,964.1030523076922,977.2437026495286,8.153652729118686,8.10992153285456,8.133367930788708
2010-07-09,903.496,936.53,896.886,932.147,145146032,8.161805167594082,0.12116808531112433,900.4381999999999,910.5414666666667,912.087388301785,8.050056996678473,8.075001855562189,8.081060158132724,907.7951,902.4695272727273,924.1401052828362,8.060871481189995,8.065263339454106,8.080685872040787,982.5292500000002,942.1055380952381,951.959527683905,8.136731253760363,8.086199596699121,8.106157671022183,991.6782307692308,961.7359373219372,965.0897815645509,8.153966284444662,8.11376476505749,8.120982188911682,991.6782307692308,961.7359373219372,975.7651222347899,8.153966284444662,8.11376476505749,8.134300299208556
2010-07-12,931.535,941.071,924.058,930.173,126361752,8.101615638748285,-0.06018952884579676,914.0192000000001,920.4530666666667,918.1159255345235,8.078013896384471,8.09218806958546,8.087911985004578,902.0297,906.5382363636364,925.2369952314114,8.074622491151212,8.072671368101068,8.084491284169422,975.1467500000001,937.1192285714287,949.8846202854378,8.121556947640638,8.082855252412255,8.105725096519908,989.4002592592593,959.4814417989417,962.8370859797412,8.152027371641093,8.112896970321117,8.119732734062431,989.4002592592593,959.4814417989417,974.2702985549607,8.152027371641093,8.112896970321117,8.133228670996743
2010-07-13,924.948,936.644,906.304,931.08,146865744,8.166920509699938,0.06530487095165327,921.4916000000001,926.1400000000001,922.4372836896824,8.098115547568701,8.121823607357282,8.114248159903031,903.8068,911.8201090909091,926.2993597347911,8.073769168774716,8.089452826019018,8.099478416084061,965.82685,932.9223952380954,948.093704067777,8.112807471264178,8.087175591655999,8.111553231108482,987.3173928571429,957.5227216748766,960.7882417229838,8.15255926942891,8.116622731657587,8.122777106684206,987.3173928571429,957.5227216748766,972.854223192503,8.15255926942891,8.116622731657587,8.134333321446029
2010-07-14,929.749,937.932,916.074,922.362,142358624,8.153383781578963,-0.013536728120975283,924.2542000000001,926.4301333333333,922.412189126455,8.124872435980844,8.14024635202737,8.127293367128342,904.1116,915.1937818181817,925.5834761466472,8.080341433652018,8.103928210165245,8.109279391628588,955.835,928.7828857142856,945.6430655851316,8.103111386957448,8.09104000216217,8.115537093058052,985.077551724138,955.1786735632182,958.3091293537591,8.152587700882359,8.119073468319012,8.124751730870965,985.077551724138,955.1786735632182,971.1987404648798,8.152587700882359,8.119073468319012,8.134957926696288
2010-07-15,920.046,930.555,892.557,892.557,117588080,8.07036329918397,-0.08302048239499271,921.6638,915.8644,912.4604594176368,8.130817679361048,8.122076639761746,8.108316677813551,905.1483000000001,913.0929454545454,919.5786623018022,8.085276503529844,8.102114003898327,8.102203738456838,947.2209,922.7564095238093,940.587249815119,8.094301133044732,8.087921136659933,8.111234826974805,981.9935333333334,951.1385655913978,954.0670564922264,8.149846887492412,8.115930876761912,8.121242799794386,981.9935333333334,951.1385655913978,968.6203227447198,8.149846887492412,8.115930876761912,8.132840070056538
2010-07-16,885.067,895.056,869.022,892.298,100931232,8.004025574427681,-0.06633772475628952,913.6940000000001,906.0758000000001,905.7396396117579,8.099261760727767,8.079812604783957,8.073552976684928,907.0661,910.7565272727272,914.6185418832927,8.07465937870312,8.087341107697933,8.08435316317881,941.8219499999999,917.5256571428572,935.9882736422505,8.083884362307582,8.07932346441069,8.101024421970317,979.2957,945.3517569892473,950.0819560733731,8.14556937340425,8.106523050112575,8.113680398157825,979.100129032258,947.4610302419354,966.117951507188,8.145142974167744,8.108936795366024,8.128616643970346
2010-07-19,881.656,910.176,878.065,908.049,93880256,7.972574265196216,-0.031451309231465,909.2692000000001,904.1941333333333,906.5094264078386,8.073453486017353,8.037583439606772,8.03989340618869,911.6442000000001,910.9352363636364,913.4240797226939,8.075733691200911,8.068780177969407,8.064029727181975,935.1843000000001,914.3091857142861,933.3273904382268,8.072651838354812,8.068722502781036,8.088791073706117,976.3267000000001,940.7551956989247,947.3701524557362,8.143613249227515,8.095362075389476,8.104576776676431,976.8797812500001,945.0724223484849,964.2140514577719,8.139750202012383,8.100672399598155,8.123500500403981
2010-07-20,909.543,937.545,909.543,937.017,136580864,8.135389855704435,0.16281559050821937,910.4566000000001,913.4434000000001,916.6786176052258,8.067147355218253,8.058228896169132,8.071725556027273,915.9741,915.5484727272727,917.713701591295,8.082631451393478,8.079626753333683,8.07700429600424,930.2854000000001,914.4837285714286,933.6787818250623,8.071697666245605,8.074697552052427,8.093229052944052,974.2808000000001,938.2190860215053,946.7022071360112,8.141170985692236,8.094831533871858,8.106564717258884,975.6718181818183,944.5985739750447,963.322344852599,8.139618070306081,8.102714602898525,8.123890315331865
2010-07-21,940.097,959.038,938.16,941.25,166574560,8.221608674770284,0.0862188190658486,914.2342000000001,923.7078666666667,924.869078403484,8.080792333856518,8.109716002686476,8.121686595608278,919.2442000000001,920.1440909090908,921.9930285746959,8.102832384918681,8.104895339402193,8.10329600123443,924.9810500000001,915.5279761904762,934.3998502226754,8.077805127647395,8.088974790959542,8.105455683594169,971.3997666666668,936.0880666666667,946.3504518369137,8.142685385735076,8.100021062199474,8.113986908066071,974.6594117647059,944.4072268907564,962.5986614148089,8.142029558672677,8.109508549862626,8.127094195969189
