date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,volume_log,volume_log_diff,p_SMA:5,p_WMA:5,p_EMA:5,v_log_SMA:5,v_log_WMA:5,v_log_EMA:5,p_SMA:10,p_WMA:10,p_EMA:10,v_log_SMA:10,v_log_WMA:10,v_log_EMA:10,p_SMA:20,p_WMA:20,p_EMA:20,v_log_SMA:20,v_log_WMA:20,v_log_EMA:20,p_SMA:30,p_WMA:30,p_EMA:30,v_log_SMA:30,v_log_WMA:30,v_log_EMA:30,p_SMA:60,p_WMA:60,p_EMA:60,v_log_SMA:60,v_log_WMA:60,v_log_EMA:60,amount_log
2023-05-16,sz001380,34.63,30.87,35.68,30.67,184992,602809786.35,17.37,7.04,2.03,58.59,5.267152947695021,0.0,30.87,30.87,30.87,5.267152947695021,5.267152947695021,5.267152947695021,30.87,30.87,30.87,5.267152947695021,5.267152947695021,5.267152947695021,30.87,30.87,30.87,5.267152947695021,5.267152947695021,5.267152947695021,30.87,30.87,30.87,5.267152947695021,5.267152947695021,5.267152947695021,30.87,30.87,30.87,5.267152947695021,5.267152947695021,5.267152947695021,8.780180294278466
2023-05-17,sz001380,28.28,28.04,28.85,27.0,112149,315450833.95,5.99,-9.17,-2.83,35.52,5.049795405458727,-0.21735754223629478,29.455,28.983333333333334,29.92666666666667,5.158474176576874,5.122247919537492,5.194700433616257,29.455,28.983333333333334,30.355454545454545,5.158474176576874,5.122247919537492,5.22763339456115,29.455,28.983333333333334,30.60047619047619,5.158474176576874,5.122247919537492,5.246452229386803,29.455,28.983333333333334,30.687419354838713,5.158474176576874,5.122247919537492,5.253129880453971,29.455,28.983333333333334,30.777213114754097,5.158474176576874,5.122247919537492,5.260026470900389,8.498931679877696
2023-05-18,sz001380,27.87,27.07,27.87,26.99,84625,230164401.65,3.14,-3.46,-0.97,26.8,4.9274986816932005,-0.12229672376552614,28.66,28.02666666666667,28.974444444444448,5.081482344948983,5.024873300615346,5.105633182975239,28.66,28.02666666666667,29.758099173553717,5.081482344948983,5.024873300615346,5.173063446766977,28.66,28.02666666666667,30.26424036281179,5.081482344948983,5.024873300615346,5.216075701035031,28.66,28.02666666666667,30.454037460978153,5.081482344948983,5.024873300615346,5.232121416017793,28.66,28.02666666666667,30.65566514377855,5.081482344948983,5.024873300615346,5.249123920434579,8.36203815438291
2023-05-19,sz001380,27.07,27.5,27.64,27.0,64266,176138000.91,2.36,1.59,0.43,20.36,4.807981269694302,-0.1195174119988982,28.37,27.816000000000003,28.482962962962965,5.013107076135313,4.938116488246928,5.00641587854826,28.37,27.816000000000003,29.34753568745304,5.013107076135313,4.938116488246928,5.1066848691174,28.37,27.816000000000003,30.000979375877336,5.013107076135313,4.938116488246928,5.1772095647168666,28.37,27.816000000000003,30.263454398979565,5.013107076135313,4.938116488246928,5.204757535609826,28.37,27.816000000000003,30.55220071283499,5.013107076135313,4.938116488246928,5.234660226967685,8.245853062980954
2023-05-22,sz001380,27.21,26.64,27.21,26.5,61892,165391810.58,2.58,-3.13,-0.86,19.6,4.791634516865212,-0.01634675282909015,28.024,27.424,27.868641975308645,4.968812564281293,4.8892891644530225,4.934822091320578,28.024,27.424,28.855256471552483,4.968812564281293,4.8892891644530225,5.049402986889729,28.024,27.424,29.680886101984257,4.968812564281293,4.8892891644530225,5.140488131588137,28.024,27.424,30.029683147432497,4.968812564281293,4.8892891644530225,5.178104437626303,28.024,27.424,30.423931837004332,4.968812564281293,4.8892891644530225,5.220134793849572,8.218514001540784
2023-05-23,sz001380,26.67,27.1,27.17,26.25,61353,164426066.52,3.45,1.73,0.46,19.43,4.7878358034377815,-0.0037987134274306555,27.27,27.116,27.6124279835391,4.872949135429844,4.828963577505187,4.885826662026313,27.87,27.331428571428575,28.53611893127021,4.938649770807374,4.86030248987724,5.001845317171193,27.87,27.331428571428575,29.435087425604806,4.938649770807374,4.86030248987724,5.106902195573817,27.87,27.331428571428575,29.840671331469114,4.938649770807374,4.86030248987724,5.152925816065753,27.87,27.331428571428575,30.314950465299273,4.938649770807374,4.86030248987724,5.205961056459021,8.215970667513192
2023-05-24,sz001380,26.8,28.18,29.56,26.79,106201,299350216.83,10.22,3.99,1.08,33.64,5.026128606128098,0.23829280269031639,27.298000000000002,27.41933333333333,27.801618655692735,4.868215775563719,4.88002340107127,4.932593976726908,27.914285714285715,27.54357142857143,28.471370034675626,4.951146747281763,4.901759018939955,5.006260460617902,27.914285714285715,27.54357142857143,29.31555528983292,4.951146747281763,4.901759018939955,5.099209472769463,27.914285714285715,27.54357142857143,29.73353124556788,4.951146747281763,4.901759018939955,5.144745350908486,27.914285714285715,27.54357142857143,30.24495208938782,4.951146747281763,4.901759018939955,5.200064910546531,8.476179577056744
2023-05-25,sz001380,29.3,29.45,29.89,28.47,99667,291449618.69,5.04,4.51,1.27,31.57,4.998551386092244,-0.0275772200358535,27.774,28.136666666666667,28.351079103795158,4.882426316443527,4.923468604580779,4.954579779848688,28.10625,27.967222222222226,28.649302755643692,4.957072327133074,4.923268433862685,5.004858810704146,28.10625,27.967222222222226,29.328359547944068,4.957072327133074,4.923268433862685,5.089622988324013,28.10625,27.967222222222226,29.715238907144148,4.957072327133074,4.923268433862685,5.135313482210664,28.10625,27.967222222222226,30.21888808645707,4.957072327133074,4.923268433862685,5.193457909744751,8.464563491458733
2023-05-26,sz001380,28.65,29.22,30.02,27.48,96811,275673531.01,8.62,-0.78,-0.23,30.66,4.9859247061502066,-0.01262667994203781,28.118000000000002,28.618666666666666,28.640719402530106,4.918015003734708,4.9579680678163385,4.965028088615861,28.23,28.217777777777783,28.7530658909812,4.960278147023867,4.93579968832019,5.001416246239794,28.23,28.217777777777783,29.318039590997014,4.960278147023867,4.93579968832019,5.079746961450318,28.23,28.217777777777783,29.683288009909045,4.960278147023867,4.93579968832019,5.125675496658378,28.23,28.217777777777783,30.1861376573929,4.960278147023867,4.93579968832019,5.186653542413782,8.440395069014198
2023-05-29,sz001380,30.27,32.14,32.14,29.03,109245,335910261.39,10.64,9.99,2.92,34.6,5.0384015690099515,0.052476862859744955,29.218,29.959333333333333,29.807146268353407,4.967368414163657,4.998096922908086,4.9894859154138915,28.621,28.930909090909097,29.368872092620983,4.968090489222474,4.954454575718328,5.008140850379822,28.621,28.930909090909097,29.586797725187772,4.968090489222474,4.954454575718328,5.075809305027426,28.621,28.930909090909097,29.841785557656852,4.968090489222474,4.954454575718328,5.12004492068106,28.621,28.930909090909097,30.250198717806246,4.968090489222474,4.954454575718328,5.1817928219743115,8.526223270876452
