date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,volume_log,volume_log_diff,p_SMA:5,p_WMA:5,p_EMA:5,v_log_SMA:5,v_log_WMA:5,v_log_EMA:5,p_SMA:10,p_WMA:10,p_EMA:10,v_log_SMA:10,v_log_WMA:10,v_log_EMA:10,p_SMA:20,p_WMA:20,p_EMA:20,v_log_SMA:20,v_log_WMA:20,v_log_EMA:20,p_SMA:30,p_WMA:30,p_EMA:30,v_log_SMA:30,v_log_WMA:30,v_log_EMA:30,p_SMA:60,p_WMA:60,p_EMA:60,v_log_SMA:60,v_log_WMA:60,v_log_EMA:60,amount_log
2008-05-28,sz002243,12.0,11.4,12.24,11.3,237632,279098637.38,12.08,46.53,3.62,73.34,5.375904923210046,0.0,11.4,11.4,11.4,5.375904923210046,5.375904923210046,5.375904923210046,11.4,11.4,11.4,5.375904923210046,5.375904923210046,5.375904923210046,11.4,11.4,11.4,5.375904923210046,5.375904923210046,5.375904923210046,11.4,11.4,11.4,5.375904923210046,5.375904923210046,5.375904923210046,11.4,11.4,11.4,5.375904923210046,5.375904923210046,5.375904923210046,8.445757716174079
2008-05-29,sz002243,11.0,10.44,11.0,10.35,114311,121382371.54,5.7,-8.42,-0.96,35.28,5.058088024003679,-0.3178168992063677,10.92,10.76,11.080000000000002,5.216996473606862,5.164026990405802,5.2699659568079245,10.92,10.76,11.225454545454545,5.216996473606862,5.164026990405802,5.318120032445252,10.92,10.76,11.30857142857143,5.216996473606862,5.164026990405802,5.345636647095154,10.92,10.76,11.338064516129034,5.216996473606862,5.164026990405802,5.355400607132217,10.92,10.76,11.368524590163934,5.216996473606862,5.164026990405802,5.365484697006559,8.084155618379972
2008-05-30,sz002243,10.46,10.36,10.66,10.2,59623,61946500.99,4.41,-0.77,-0.08,18.4,4.775413824274055,-0.28267419972962404,10.733333333333334,10.56,10.840000000000002,5.069802257162594,4.969720407339929,5.105115245963302,10.733333333333334,10.56,11.068099173553717,5.069802257162594,4.969720407339929,5.219446176414126,10.733333333333334,10.56,11.218231292517007,5.069802257162594,4.969720407339929,5.291329711588383,10.733333333333334,10.56,11.27496357960458,5.069802257162594,4.969720407339929,5.3179821050123355,10.733333333333334,10.56,11.33545821015856,5.069802257162594,4.969720407339929,5.346138111015328,7.792016780548222
2008-06-02,sz002243,10.28,10.26,10.33,9.95,49446,50133580.11,3.67,-0.97,-0.1,15.26,4.694131164523868,-0.08128265975018678,10.615,10.440000000000001,10.646666666666668,4.975884484002912,4.859484710213504,4.9681205521501575,10.615,10.440000000000001,10.921172051089405,4.975884484002912,4.859484710213504,5.123934356070443,10.615,10.440000000000001,11.12697116942015,4.975884484002912,4.859484710213504,5.234453659487,10.615,10.440000000000001,11.20948205833977,4.975884484002912,4.859484710213504,5.277733657238887,10.615,10.440000000000001,11.300197285235328,4.975884484002912,4.859484710213504,5.324760834081181,7.70012871930486
2008-06-03,sz002243,10.18,10.21,10.38,10.06,34845,35659133.64,3.12,-0.49,-0.05,10.75,4.542140468855917,-0.15199069566795131,10.534,10.363333333333335,10.501111111111113,4.889135680973513,4.753703296427642,4.826127191052078,10.534,10.363333333333335,10.791868041800422,4.889135680973513,4.753703296427642,5.018153649304165,10.534,10.363333333333335,11.039640581856325,4.889135680973513,4.753703296427642,5.168519069903088,10.534,10.363333333333335,11.144999344898494,4.889135680973513,4.753703296427642,5.230276032181921,10.534,10.363333333333335,11.264453111948923,4.889135680973513,4.753703296427642,5.299101149975435,7.552170787523072
2008-06-04,sz002243,10.2,10.0,10.25,9.92,25549,25670240.09,3.23,-2.06,-0.21,7.89,4.407373906311004,-0.13476656254491282,10.254000000000001,10.185333333333334,10.334074074074076,4.695429477593704,4.593116038206805,4.686542762805053,10.445,10.25952380952381,10.647892034200344,4.8088420518630945,4.654752042108602,4.907102786941772,10.445,10.25952380952381,10.940627193108105,4.8088420518630945,4.654752042108602,5.096029054322889,10.445,10.25952380952381,11.071128419421171,4.8088420518630945,4.654752042108602,5.177185572448314,10.445,10.25952380952381,11.22299563286863,4.8088420518630945,4.654752042108602,5.269864191166765,7.40942993058319
2008-06-05,sz002243,9.94,10.15,10.16,9.85,23884,23935316.97,3.1,1.5,0.15,7.37,4.378107062509742,-0.029266843801261544,10.196,10.150666666666666,10.272716049382717,4.559433285294917,4.487341899845485,4.5837308627066164,10.402857142857142,10.232142857142858,10.557366209800282,4.747308481955473,4.585590797208887,4.810921746135948,10.402857142857142,10.232142857142858,10.865329365193046,4.747308481955473,4.585590797208887,5.027655531293065,10.402857142857142,10.232142857142858,11.011700779458515,4.747308481955473,4.585590797208887,5.125632120194213,10.402857142857142,10.232142857142858,11.187815448184413,4.747308481955473,4.585590797208887,5.240626252522272,7.379039183119845
2008-06-06,sz002243,10.08,10.12,10.37,10.01,24252,24729900.29,3.55,-0.3,-0.03,7.49,4.384747559562928,0.006640497053186145,10.148,10.125333333333334,10.22181069958848,4.481300032352691,4.429113324601488,4.517403094992054,10.3675,10.207222222222223,10.477845080745684,4.701988366656405,4.540958966620896,4.733435530395399,10.3675,10.207222222222223,10.79434561612704,4.701988366656405,4.540958966620896,4.9664262006521,10.3675,10.207222222222223,10.954171696912804,4.701988366656405,4.540958966620896,5.077833116282518,10.3675,10.207222222222223,11.15280510562099,4.701988366656405,4.540958966620896,5.212564656031802,7.3932223653063
2008-06-10,sz002243,9.75,9.11,9.78,9.11,33069,30922663.16,6.62,-9.98,-1.01,10.21,4.519421062133288,0.13467350257035982,9.918,9.779333333333334,9.851207133058987,4.446358011874575,4.441820334528354,4.518075750705799,10.227777777777778,9.98777777777778,10.229145975155559,4.681703110598281,4.536651385723375,4.694523808893196,10.227777777777778,9.98777777777778,10.633931747924466,4.681703110598281,4.536651385723375,4.923854282697928,10.227777777777778,9.98777777777778,10.83519287775714,4.681703110598281,4.536651385723375,5.041806532143858,10.227777777777778,9.98777777777778,11.085827889043252,4.681703110598281,4.536651385723375,5.1898386365597196,7.490276889705735
2008-06-11,sz002243,9.09,9.08,9.18,8.64,27467,24565327.3,5.93,-0.33,-0.03,8.48,4.438811227509573,-0.08060983462371496,9.691999999999998,9.5,9.594138088705991,4.425692163605307,4.439304739740019,4.491654242973724,10.113,9.822727272727272,10.020210343309092,4.65741392228941,4.518862266048139,4.648030612277992,10.113,9.822727272727272,10.485938248122135,4.65741392228941,4.518862266048139,4.877659706013322,10.113,9.822727272727272,10.72195462757926,4.65741392228941,4.518862266048139,5.0029036092642265,10.113,9.822727272727272,11.020063040222162,4.65741392228941,4.518862266048139,5.1652147870826655,7.39032255490019
