date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,volume_log,volume_log_diff,p_SMA:5,p_WMA:5,p_EMA:5,v_log_SMA:5,v_log_WMA:5,v_log_EMA:5,p_SMA:10,p_WMA:10,p_EMA:10,v_log_SMA:10,v_log_WMA:10,v_log_EMA:10,p_SMA:20,p_WMA:20,p_EMA:20,v_log_SMA:20,v_log_WMA:20,v_log_EMA:20,p_SMA:30,p_WMA:30,p_EMA:30,v_log_SMA:30,v_log_WMA:30,v_log_EMA:30,p_SMA:60,p_WMA:60,p_EMA:60,v_log_SMA:60,v_log_WMA:60,v_log_EMA:60,amount_log
2006-11-28,sz002085,8.4,8.2,8.4,7.86,444774,360232796.8,9.54,44.88,2.54,69.5,5.648139391913571,0.0,8.2,8.2,8.2,5.648139391913571,5.648139391913571,5.648139391913571,8.2,8.2,8.2,5.648139391913571,5.648139391913571,5.648139391913571,8.2,8.2,8.2,5.648139391913571,5.648139391913571,5.648139391913571,8.2,8.2,8.2,5.648139391913571,5.648139391913571,5.648139391913571,8.2,8.2,8.2,5.648139391913571,5.648139391913571,5.648139391913571,8.556583249907328
2006-11-29,sz002085,7.81,7.92,7.96,7.56,146180,114154771.44,4.88,-3.41,-0.28,22.84,5.164887957547954,-0.48325143436561735,8.059999999999999,8.013333333333334,8.106666666666666,5.406513674730762,5.32597176900316,5.487055580458366,8.059999999999999,8.013333333333334,8.149090909090908,5.406513674730762,5.32597176900316,5.560275494756186,8.059999999999999,8.013333333333334,8.173333333333332,5.406513674730762,5.32597176900316,5.602115445783513,8.059999999999999,8.013333333333334,8.181935483870967,5.406513674730762,5.32597176900316,5.616961880019016,8.059999999999999,8.013333333333334,8.190819672131147,5.406513674730762,5.32597176900316,5.632295082590108,8.057494068842066
2006-11-30,sz002085,7.82,7.88,8.05,7.71,110997,87312312.43,4.29,-0.51,-0.04,17.34,5.045311240939337,-0.11957671660861724,8.0,7.946666666666666,8.03111111111111,5.286112863466954,5.185641504971248,5.339807467285357,8.0,7.946666666666666,8.100165289256198,5.286112863466954,5.185641504971248,5.46664563042585,8.0,7.946666666666666,8.145396825396825,5.286112863466954,5.185641504971248,5.549086473893592,8.0,7.946666666666666,8.16245577523413,5.286112863466954,5.185641504971248,5.5800811936267785,8.0,7.946666666666666,8.180628863208813,5.286112863466954,5.185641504971248,5.613049710732706,7.941075490479549
2006-12-01,sz002085,7.9,7.79,7.95,7.68,97984,76299688.68,3.43,-1.14,-0.09,15.31,4.991155164682148,-0.05415607625718888,7.9475,7.884,7.950740740740741,5.2123734387707525,5.1078469688556085,5.223590033084287,7.9475,7.884,8.043771600300525,5.2123734387707525,5.1078469688556085,5.380192818472449,7.9475,7.884,8.111549508692365,5.2123734387707525,5.1078469688556085,5.495950158730597,7.9475,7.884,8.138426370380316,5.2123734387707525,5.1078469688556085,5.542085965952931,7.9475,7.884,8.167821359497049,5.2123734387707525,5.1078469688556085,5.5926597256162935,7.882522765938709
2006-12-04,sz002085,7.77,7.9,8.03,7.7,82453,65098987.42,4.24,1.41,0.11,12.88,4.9162064617967065,-0.07494870288544142,7.938,7.889333333333334,7.933827160493829,5.153140043375943,5.0439667998359745,5.121128842655094,7.938,7.889333333333334,8.017631309336792,5.153140043375943,5.0439667998359745,5.295831662713223,7.938,7.889333333333334,8.09140193643595,5.153140043375943,5.0439667998359745,5.4407364733083226,7.938,7.889333333333334,8.123044023904166,5.153140043375943,5.0439667998359745,5.501706643104143,7.938,7.889333333333334,8.159040331316817,5.153140043375943,5.0439667998359745,5.570480930081225,7.813574233401885
2006-12-05,sz002085,7.85,8.09,8.37,7.81,116199,94525076.43,7.09,2.41,0.19,18.16,5.065202390564203,0.1489959287674969,7.9159999999999995,7.94,7.985884773662553,5.03655264310607,5.014654248898728,5.102486691958131,7.963333333333334,7.946666666666666,8.030789253093738,5.13848376790732,5.050034111472612,5.253899067777037,7.963333333333334,7.946666666666666,8.091268418680146,5.13848376790732,5.050034111472612,5.404971322570788,7.963333333333334,7.946666666666666,8.12091215139422,5.13848376790732,5.050034111472612,5.473545078424147,7.963333333333334,7.946666666666666,8.156776713896592,5.13848376790732,5.050034111472612,5.553914420588864,7.975547037191556
2006-12-06,sz002085,8.09,8.12,8.27,7.88,104261,84482631.72,4.82,0.37,0.03,16.29,5.018121886065767,-0.04708050449843615,7.956,8.008000000000001,8.030589849108368,5.007199428809633,5.008510663218627,5.07436508999401,7.985714285714286,7.99,8.047009388894876,5.121289213358527,5.042056055120901,5.211030489284078,7.985714285714286,7.99,8.094004759758228,5.121289213358527,5.042056055120901,5.368128519094119,7.985714285714286,7.99,8.120853302917174,5.121289213358527,5.042056055120901,5.444162936981671,7.985714285714286,7.99,8.155570919998343,5.121289213358527,5.042056055120901,5.536347452243844,7.926767434115777
2006-12-07,sz002085,8.09,8.26,8.57,8.02,118031,98087606.72,6.77,1.72,0.14,18.44,5.071996086634827,0.05387420056905956,8.032,8.109333333333334,8.107059899405579,5.012536397948731,5.0301095491603585,5.073575422207616,8.02,8.049999999999999,8.085734954550352,5.115127572518064,5.048709395457329,5.185751506984214,8.02,8.049999999999999,8.109813830257444,5.115127572518064,5.048709395457329,5.339925430288472,8.02,8.049999999999999,8.129830509180582,5.115127572518064,5.048709395457329,5.420152172443165,8.02,8.049999999999999,8.158994824260692,5.115127572518064,5.048709395457329,5.5211228173058435,7.9916141381329675
2006-12-08,sz002085,8.17,7.78,8.28,7.76,72033,57579146.51,6.3,-5.81,-0.48,11.26,4.857531502466741,-0.2144645841680859,8.03,8.025333333333332,7.998039932937052,4.985811665505649,4.9784412506663624,5.001560782293991,7.993333333333333,7.995999999999999,8.030146780995743,5.086505786956806,5.010473816859212,5.126075142526492,7.993333333333333,7.995999999999999,8.078402989280544,5.086505786956806,5.010473816859212,5.293983151448308,7.993333333333333,7.995999999999999,8.107260798910868,5.086505786956806,5.010473816859212,5.383854064702751,7.993333333333333,7.995999999999999,8.146568764448865,5.086505786956806,5.010473816859212,5.499365725016037,7.760265223085576
2006-12-11,sz002085,7.76,7.89,7.93,7.76,38342,30048875.62,2.19,1.41,0.11,5.99,4.583674762853721,-0.27385673961302004,8.028,7.978666666666667,7.962026621958035,4.919305325717052,4.844395616449052,4.862265442480568,7.983,7.976727272727271,8.004665548087425,5.036222684546497,4.932873988858213,5.027456891676897,7.983,7.976727272727271,8.060459847444301,5.036222684546497,4.932873988858213,5.226334733486919,7.983,7.976727272727271,8.093243973174683,5.036222684546497,4.932873988858213,5.3322295936157165,7.983,7.976727272727271,8.138156673811197,5.036222684546497,4.932873988858213,5.469343070518912,7.477828226050393
